-2.78 0 0 nan nan
-2.76 0 0 nan nan
-2.74 0 0 nan nan
-2.72 0 0 nan nan
-2.7 0 0 nan nan
-2.68 0 0 nan nan
-2.66 0 0 nan nan
-2.64 0 0 nan nan
-2.62 0 0 nan nan
-2.6 0 0 nan nan
-2.58 0 0 nan nan
-2.56 0 0 nan nan
-2.54 0 0 nan nan
-2.52 0 0 nan nan
-2.5 0 0 nan nan
-2.48 0 0 nan nan
-2.46 0 0 nan nan
-2.44 0 0 nan nan
-2.42 0 0 nan nan
-2.4 0 0 nan nan
-2.38 0 0 nan nan
-2.36 0 0 nan nan
-2.34 0 0 nan nan
-2.32 0 0 nan nan
-2.3 0 0 nan nan
-2.28 0 0 nan nan
-2.26 0 0 nan nan
-2.24 0 0 nan nan
-2.22 0 0 nan nan
-2.2 0 0 nan nan
-2.18 0 0 nan nan
-2.16 0 0 nan nan
-2.14 0 0 nan nan
-2.12 0 0 nan nan
-2.1 0 0 nan nan
-2.08 0 0 nan nan
-2.06 0 0 nan nan
-2.04 0 0 nan nan
-2.02 0 0 nan nan
-2 0 0 nan nan
-1.98 0 0 nan nan
-1.96 0 0 nan nan
-1.94 0 0 nan nan
-1.92 0 0 nan nan
-1.9 0 0 nan nan
-1.88 0 0 nan nan
-1.86 0 0 nan nan
-1.84 0 0 nan nan
-1.82 0 0 nan nan
-1.8 0 0 nan nan
-1.78 0 0 nan nan
-1.76 0 0 nan nan
-1.74 0 0 nan nan
-1.72 0 0 nan nan
-1.7 0 0 nan nan
-1.68 0 0 nan nan
-1.66 0 0 nan nan
-1.64 0 0 nan nan
-1.62 0 0 nan nan
-1.6 0 0 nan nan
-1.58 0 0 nan nan
-1.56 0 0 nan nan
-1.54 0 0 nan nan
-1.52 0 0 nan nan
-1.5 0 0 nan nan
-1.48 0 0 nan nan
-1.46 0 0 nan nan
-1.44 0 0 nan nan
-1.42 0 0 nan nan
-1.4 0 0 nan nan
-1.38 0 0 nan nan
-1.36 0 0 nan nan
-1.34 0 0 nan nan
-1.32 0 0 nan nan
-1.3 0 0 nan nan
